Model Parameters:
input_size: 14
hidden_size: 256
num_layers: 3
output_size: 15
dropout: 0.1
num_epochs: 300
learning_rate: 0.01
lambda_l2: 0.0003
early_stopping_patience: 10
early_stopping_threshold: 1e-05

epoch:0, train_loss:0.01195645984262228, val_loss:0.01007126174157574
epoch:35, train_loss:0.0033384356647729874, val_loss:0.002997214650912654
epoch:36, train_loss:0.003388353157788515, val_loss:0.0029992543138741027
epoch:37, train_loss:0.0033718100748956203, val_loss:0.0028950742312840055
epoch:38, train_loss:0.0032595049124211073, val_loss:0.0030484325030729884
epoch:39, train_loss:0.003394151572138071, val_loss:0.002960176074079105
epoch:40, train_loss:0.003536657663062215, val_loss:0.003025772016761558
epoch:41, train_loss:0.0035810077097266912, val_loss:0.0030215292215524684
epoch:42, train_loss:0.0036403315607458353, val_loss:0.0030920934819039844
epoch:43, train_loss:0.0034656417556107044, val_loss:0.002936486310015122
epoch:44, train_loss:0.003512520343065262, val_loss:0.0031501996175696454
epoch:45, train_loss:0.003416803665459156, val_loss:0.0031157322006211395
epoch:46, train_loss:0.0033160517923533916, val_loss:0.002949900592544249
epoch:47, train_loss:0.003650871105492115, val_loss:0.0031325516534880513
epoch:48, train_loss:0.0036657077725976706, val_loss:0.0032399137548747518
epoch:49, train_loss:0.0037173996679484844, val_loss:0.003240644832008651
epoch:50, train_loss:0.003450840013101697, val_loss:0.003138893616518804
epoch:51, train_loss:0.0033099136780947447, val_loss:0.0030900055453890844
epoch:52, train_loss:0.003176503349095583, val_loss:0.003227864004050692
epoch:53, train_loss:0.00357417413033545, val_loss:0.003212597786581942
epoch:54, train_loss:0.003271294292062521, val_loss:0.0031923006754368544
epoch:55, train_loss:0.0032364437356591225, val_loss:0.0030073776530722776
epoch:56, train_loss:0.0032520140521228313, val_loss:0.0029851429031363557
epoch:57, train_loss:0.003205640474334359, val_loss:0.003059821469443185
epoch:58, train_loss:0.0031159159261733294, val_loss:0.0029253759199664706
epoch:59, train_loss:0.0030889392364770174, val_loss:0.003022093104109878
epoch:60, train_loss:0.003083419054746628, val_loss:0.0029011198452540805
epoch:61, train_loss:0.003072078339755535, val_loss:0.0031059555088480315
epoch:62, train_loss:0.0031509585678577423, val_loss:0.0031023418552996148
epoch:63, train_loss:0.003172984579578042, val_loss:0.0029388557387781994
epoch:64, train_loss:0.0029406435787677765, val_loss:0.002942906870018868
epoch:65, train_loss:0.0031128358095884323, val_loss:0.002854267567662256
epoch:66, train_loss:0.003003377467393875, val_loss:0.0028548717299210174
epoch:67, train_loss:0.003062773495912552, val_loss:0.002984099600109316
epoch:68, train_loss:0.0030653805006295443, val_loss:0.003022335979732729
epoch:69, train_loss:0.0030014829244464636, val_loss:0.002982361973928554
epoch:70, train_loss:0.003160573309287429, val_loss:0.002926755940452928
epoch:71, train_loss:0.002765485318377614, val_loss:0.003084855198505379
epoch:72, train_loss:0.002831969875842333, val_loss:0.0028772336275627217
epoch:73, train_loss:0.002944463863968849, val_loss:0.0030355301264318683
epoch:74, train_loss:0.0030859424732625484, val_loss:0.0029589026678530942
epoch:75, train_loss:0.003049900522455573, val_loss:0.0030628307057278497
epoch:76, train_loss:0.003050730563700199, val_loss:0.002866095131529229
epoch:77, train_loss:0.0030530914664268494, val_loss:0.0028818288396689155
epoch:78, train_loss:0.00310349790379405, val_loss:0.00289523021672808
epoch:79, train_loss:0.0029198669362813234, val_loss:0.0028757992355773845
epoch:80, train_loss:0.0031073843128979206, val_loss:0.002915159078492295
epoch:81, train_loss:0.0033894421067088842, val_loss:0.0028633236929419496
epoch:82, train_loss:0.0031080166809260845, val_loss:0.003133533788578851
epoch:83, train_loss:0.0030187987722456455, val_loss:0.0029099106988204376
epoch:84, train_loss:0.0031279842369258404, val_loss:0.0028592560750742755
epoch:85, train_loss:0.002887312090024352, val_loss:0.0027811615616970117
epoch:86, train_loss:0.0029066139832139015, val_loss:0.002904564186575867
epoch:87, train_loss:0.003083112183958292, val_loss:0.002810915455310827
epoch:88, train_loss:0.0030010677874088287, val_loss:0.0027869222131336018
epoch:89, train_loss:0.002764256438240409, val_loss:0.0027482993346417232
epoch:90, train_loss:0.00289780180901289, val_loss:0.002781430281521309
epoch:91, train_loss:0.003213725984096527, val_loss:0.0027626661938570793
epoch:92, train_loss:0.003080646973103285, val_loss:0.0028143073210404033
epoch:93, train_loss:0.003188244067132473, val_loss:0.002808227968801345
epoch:94, train_loss:0.0029319769237190485, val_loss:0.0027811739017211254
epoch:95, train_loss:0.0032391573768109083, val_loss:0.00277441500553063
epoch:96, train_loss:0.003121680812910199, val_loss:0.0027846628134804113
epoch:97, train_loss:0.002896704478189349, val_loss:0.0027755222372001127
epoch:98, train_loss:0.002906348556280136, val_loss:0.0027516401439372984
epoch:99, train_loss:0.00299873691983521, val_loss:0.002777968899213842
epoch:100, train_loss:0.002885458990931511, val_loss:0.0027503303052591427
epoch:101, train_loss:0.0029080379754304886, val_loss:0.0027876475027629305
epoch:102, train_loss:0.0031109682749956846, val_loss:0.002745643247007614
epoch:103, train_loss:0.0027889146003872156, val_loss:0.002677514140183727
epoch:104, train_loss:0.0031832000240683556, val_loss:0.002733539734479217
epoch:105, train_loss:0.003079985734075308, val_loss:0.0026694442079003367
epoch:106, train_loss:0.0029814979061484337, val_loss:0.0027206246519372577
epoch:107, train_loss:0.003063724609091878, val_loss:0.0028176839197320597
epoch:108, train_loss:0.002908678725361824, val_loss:0.00273232791750204
epoch:109, train_loss:0.0029200080316513777, val_loss:0.0027127741015560572
epoch:110, train_loss:0.0028800414875149727, val_loss:0.002651475469714829
epoch:111, train_loss:0.0029110019095242023, val_loss:0.002685908072938522
epoch:112, train_loss:0.0032598976977169514, val_loss:0.002727840195543
epoch:113, train_loss:0.0031307353638112545, val_loss:0.0026532616577155535
epoch:114, train_loss:0.002851743483915925, val_loss:0.002751467317076666
epoch:115, train_loss:0.0027944068424403667, val_loss:0.0027125771157443523
epoch:116, train_loss:0.0029426042456179857, val_loss:0.0027039445094054655
epoch:117, train_loss:0.002863889327272773, val_loss:0.00261267607233354
epoch:118, train_loss:0.0029873193707317114, val_loss:0.0026454521298763297
epoch:119, train_loss:0.002925328677520156, val_loss:0.0026608025655150414
epoch:120, train_loss:0.002902823965996504, val_loss:0.0026479624987890324
epoch:121, train_loss:0.00300162797793746, val_loss:0.002638068715376513
epoch:122, train_loss:0.0030596842989325523, val_loss:0.0027012365892352093
epoch:123, train_loss:0.002895339159294963, val_loss:0.0026617098510974928
epoch:124, train_loss:0.0028773611411452293, val_loss:0.0026878033143778643
epoch:125, train_loss:0.003057164838537574, val_loss:0.0026277286732303245
epoch:126, train_loss:0.0029359476175159216, val_loss:0.002670267364010215
epoch:127, train_loss:0.0030762411188334227, val_loss:0.0025763450789132287
epoch:128, train_loss:0.003042798023670912, val_loss:0.002628938616475179
epoch:129, train_loss:0.002864615060389042, val_loss:0.0025323849681410052
epoch:130, train_loss:0.0028978874906897545, val_loss:0.002595594973259029
epoch:131, train_loss:0.002843850990757346, val_loss:0.002600033956003331
epoch:132, train_loss:0.0030497058760374784, val_loss:0.002598715591288748
epoch:133, train_loss:0.002824684837833047, val_loss:0.0025717208960226606
epoch:134, train_loss:0.002855749102309346, val_loss:0.002591607604353201
epoch:135, train_loss:0.0027061200235038996, val_loss:0.00261557604452329
epoch:136, train_loss:0.0028000371530652046, val_loss:0.002586385944769496
epoch:137, train_loss:0.002906694309785962, val_loss:0.002554693469955098
epoch:138, train_loss:0.0030299511272460222, val_loss:0.0025624167728459553
epoch:139, train_loss:0.002855360973626375, val_loss:0.0025703228921407743
epoch:140, train_loss:0.002979779615998268, val_loss:0.0025430364157294945
epoch:141, train_loss:0.002893989672884345, val_loss:0.002500224958306977
epoch:142, train_loss:0.0029010442085564137, val_loss:0.0025172808451489324
epoch:143, train_loss:0.0028881554026156664, val_loss:0.0025654599026200316
epoch:144, train_loss:0.0026733484119176865, val_loss:0.00252171187838983
epoch:145, train_loss:0.0027851820923388004, val_loss:0.0025458010689665875
epoch:146, train_loss:0.0029396184254437685, val_loss:0.0025565040940862325
epoch:147, train_loss:0.0028028024826198816, val_loss:0.002529035499762921
epoch:148, train_loss:0.002737391507253051, val_loss:0.00252564734823647
epoch:149, train_loss:0.0028659794479608536, val_loss:0.002539241010145772
epoch:150, train_loss:0.0030199806205928326, val_loss:0.00249605905264616
epoch:151, train_loss:0.0028186501003801823, val_loss:0.002503164777798312
epoch:152, train_loss:0.0029032265301793814, val_loss:0.0025005224936952195
epoch:153, train_loss:0.0029045268893241882, val_loss:0.0024977161526857387
epoch:154, train_loss:0.0028802247252315283, val_loss:0.0025249026782278505
epoch:155, train_loss:0.0029008553829044104, val_loss:0.002472533035047707
epoch:156, train_loss:0.0027673139702528715, val_loss:0.002472950511478952
epoch:157, train_loss:0.003053426742553711, val_loss:0.0024892938478539386
epoch:158, train_loss:0.002778152469545603, val_loss:0.0024795426344055506
epoch:159, train_loss:0.0027588335797190666, val_loss:0.0024707780130917116
epoch:160, train_loss:0.003184117842465639, val_loss:0.0024379558772558256
epoch:161, train_loss:0.0029286083299666643, val_loss:0.002456146048470622
epoch:162, train_loss:0.002844477305188775, val_loss:0.002464789209798688
epoch:163, train_loss:0.0029199570417404175, val_loss:0.002467020126503138
epoch:164, train_loss:0.0029595987871289253, val_loss:0.002490209737083032
epoch:165, train_loss:0.0028576068580150604, val_loss:0.002462386042766628
epoch:166, train_loss:0.00263008801266551, val_loss:0.0024441557581580823
epoch:167, train_loss:0.0029846346005797386, val_loss:0.002470233300257297
epoch:168, train_loss:0.0028647277504205704, val_loss:0.0024459970383239643
epoch:169, train_loss:0.002811954589560628, val_loss:0.0024404206446238925
epoch:170, train_loss:0.002984726568683982, val_loss:0.0024419600210551706
epoch:171, train_loss:0.0027747657150030136, val_loss:0.002425331644536484
epoch:172, train_loss:0.002760535106062889, val_loss:0.002449427199150835
epoch:173, train_loss:0.002799481386318803, val_loss:0.002424234945681833
epoch:174, train_loss:0.002799942158162594, val_loss:0.0024270996828341766
epoch:175, train_loss:0.0028289146721363068, val_loss:0.0024223158557322762
epoch:176, train_loss:0.002686931751668453, val_loss:0.002437284038889976
epoch:177, train_loss:0.002765152370557189, val_loss:0.0025174416313391355
epoch:178, train_loss:0.0028274981305003166, val_loss:0.0024795867391817624
epoch:179, train_loss:0.0028240964747965336, val_loss:0.00240653966154371
epoch:180, train_loss:0.0027434867806732655, val_loss:0.0024714518360616196
epoch:181, train_loss:0.002999043557792902, val_loss:0.0024505887357961563
epoch:182, train_loss:0.0028658106457442045, val_loss:0.0024165429086202665
epoch:183, train_loss:0.0027248591650277376, val_loss:0.002442337151262022
epoch:184, train_loss:0.0028892336413264275, val_loss:0.0024184282492136673
epoch:185, train_loss:0.002906724577769637, val_loss:0.0024283830120804765
epoch:186, train_loss:0.0029617471154779196, val_loss:0.0024190922045991534
epoch:187, train_loss:0.002985801547765732, val_loss:0.0024274230735110386
epoch:188, train_loss:0.0027541902381926775, val_loss:0.0024117418742250827
epoch:189, train_loss:0.0029549242462962866, val_loss:0.002406191446685365
epoch:190, train_loss:0.0027032699435949326, val_loss:0.0024120935482815618
epoch:191, train_loss:0.002686888910830021, val_loss:0.0023979164238664367
epoch:192, train_loss:0.002973006572574377, val_loss:0.0024011803325265646
epoch:193, train_loss:0.002895880490541458, val_loss:0.0023947633980285553
epoch:194, train_loss:0.0027978767175227404, val_loss:0.0024166974527317854
epoch:195, train_loss:0.002698619617149234, val_loss:0.0024347782268055846
epoch:196, train_loss:0.0028782752342522144, val_loss:0.0023822504029210123
epoch:197, train_loss:0.0028437708970159292, val_loss:0.002403128149342679
epoch:198, train_loss:0.002751558320596814, val_loss:0.0023934823860015187
epoch:199, train_loss:0.0027324866969138384, val_loss:0.002405866581414427
epoch:200, train_loss:0.002752787433564663, val_loss:0.002398225212735789
epoch:201, train_loss:0.0027260789647698402, val_loss:0.002390732755884528
epoch:202, train_loss:0.0027546058408915997, val_loss:0.002388653112575412
epoch:203, train_loss:0.0026668389327824116, val_loss:0.0023775389861492883
epoch:204, train_loss:0.002708256244659424, val_loss:0.0023865425027906895
epoch:205, train_loss:0.0028263104613870382, val_loss:0.0023708660155534744
epoch:206, train_loss:0.0027361935935914516, val_loss:0.00238117080048791
epoch:207, train_loss:0.002869699615985155, val_loss:0.002385022406954141
epoch:208, train_loss:0.0029102694243192673, val_loss:0.002408060034559596
epoch:209, train_loss:0.002881283638998866, val_loss:0.002391527717312177
epoch:210, train_loss:0.0027019737754017115, val_loss:0.00238837982483563
epoch:211, train_loss:0.002873488701879978, val_loss:0.002368047633873565
epoch:212, train_loss:0.0028843567706644535, val_loss:0.002379999030381441
epoch:213, train_loss:0.0025979168713092804, val_loss:0.0023581375855775107
epoch:214, train_loss:0.0028064956422895193, val_loss:0.002381840776208611
epoch:215, train_loss:0.0026923203840851784, val_loss:0.0023818087121028277
epoch:216, train_loss:0.0029386826790869236, val_loss:0.0023671984007315977
epoch:217, train_loss:0.002657992532476783, val_loss:0.0024001029918768574
epoch:218, train_loss:0.0025638979859650135, val_loss:0.0023640713410540705
epoch:219, train_loss:0.0026322277262806892, val_loss:0.002380153009047111
epoch:220, train_loss:0.0027564100455492735, val_loss:0.002371045139928659
epoch:221, train_loss:0.0028669193852692842, val_loss:0.0023798352173928705
epoch:222, train_loss:0.002653235336765647, val_loss:0.0023714061161237104
epoch:223, train_loss:0.0028077163733541965, val_loss:0.0023662138042882795
epoch:224, train_loss:0.0028116535395383835, val_loss:0.0023719763627187127
epoch:225, train_loss:0.00282684457488358, val_loss:0.0023698838361139807
epoch:226, train_loss:0.00269327568821609, val_loss:0.0023683305231056045
epoch:227, train_loss:0.0028753799851983786, val_loss:0.002369790260369579
Early stopping triggered at epoch 228
模型已保存为 F:\coding\ShoulDeX\ShoulDex_v1.0\ShoulDeX\model\right_side_14sensor_15angle_lstm.pth
总训练时间: 6.9 分钟
